directorid,directorname,companyname,qualification,fulltextdescription,primarykeyid,companyid,awarddate,awarddateflag
834601,Doctor Andrew Cheng,Johns Hopkins University,BA (Hons),,941456,61026,1988-12-28,25
834601,Doctor Andrew Cheng,Columbia University College of Physicians and Surgeons (CUCPS),MD,,941454,116791,1996-12-28,25
834601,Doctor Andrew Cheng,Unknown Organisation,Certified in Internal Medicine,,3978868,0,9999-12-31,80
837184,Doctor Chip Blankenship Jr,Virginia Polytechnic Institute and State University (Virginia Tech),BS,,943744,110197,1988-12-28,25
837184,Doctor Chip Blankenship Jr,University of Virginia,PhD,,943746,62777,1992-12-28,25
837380,Doctor Paul Lammers,Radboud Universiteit Nijmegen (Katholieke Universiteit Nijmegen prior to 08/2004) (Radboud University Nijmegen),MD,,943078,62527,1987-12-28,25
837380,Doctor Paul Lammers,Radboud Universiteit Nijmegen (Katholieke Universiteit Nijmegen prior to 08/2004) (Radboud University Nijmegen),MSc,,943099,62527,1981-12-28,25
843075,Sam Riccitelli,Washington and Jefferson College Pennsylvania,BA,,1216684,76764,9999-12-31,80
843075,Sam Riccitelli,University of Texas at Austin (UT Austin),MSE,,1216686,62742,9999-12-31,80
843081,Doctor Jay Venkatesan,University of Pennsylvania Medical School,MD,,937054,440007,2002-12-28,25
843081,Doctor Jay Venkatesan,Wharton School (The) University of Pennsylvania,MBA (magna cum laude),,937056,64966,2002-12-28,25
843081,Doctor Jay Venkatesan,Williams College,MD (magna cum laude),,937060,62961,9999-12-31,80
843081,Doctor Jay Venkatesan,Williams College,BA,,937057,62961,1993-12-28,25
843740,Steve Basta,Kellogg School of Management Northwestern University,Master of Management (MM),,1056894,77878,1996-12-28,25
843740,Steve Basta,Johns Hopkins University,BA,,1056892,61026,1988-12-28,25
843743,Adam Gridley,University of Denver,MBA,,1056991,62276,1996-12-28,25
843743,Adam Gridley,University of Denver,BS,,1056990,62276,1994-12-28,25
857412,Doctor Giovanni Caforio,Università degli Studi di Roma La Sapienza (La Sapienza University of Rome),MD,,946710,62703,1988-12-28,25
861314,Dave Mathewson,University of Idaho,MSc,,947739,62364,1968-12-28,25
878979,Liz Barrett,University of Louisiana at Lafayette (Formerly known as University of Southwestern Louisiana),BS,,954512,137197,9999-12-31,80
878979,Liz Barrett,Saint Joseph's University (SJU),MBA,,954513,64795,1989-12-28,25
879247,Joaquin Duato,Escuela Superior de Administración y Dirección de Empresas (ESADE),Degree,,955885,73564,9999-12-31,80
879247,Joaquin Duato,Escuela Superior de Administración y Dirección de Empresas (ESADE),MBA,,955887,73564,9999-12-31,80
879247,Joaquin Duato,Thunderbird School of Global Management,Masters Degree,,955890,923424,9999-12-31,80
881229,Dennis Muilenburg,Iowa State University,BS,,957848,1246304,1986-12-28,25
881229,Dennis Muilenburg,University of Washington,MS,,957849,62785,1990-12-28,25
886862,Bill Sibold,Yale University,BA,,1073915,62981,1989-12-28,25
886862,Bill Sibold,Harvard Business School Harvard University,MBA,,1073913,63013,1995-12-28,25
887938,Leonard Mazur,College of Liberal Arts Temple University,MBA,,963548,1558602,1975-12-28,25
887938,Leonard Mazur,College of Liberal Arts Temple University,BA,,963579,1558602,9999-12-31,80
888243,Doctor Bob Hariri,Weill Cornell Medical College (Cornell University Medical College prior to 1998),PhD,,964094,886858,1987-12-28,25
888243,Doctor Bob Hariri,Columbia College Columbia University,BA,,964133,60432,1980-12-28,25
888243,Doctor Bob Hariri,Weill Cornell Medical College (Cornell University Medical College prior to 1998),MD,,964093,886858,1987-12-28,25
892632,Ted Karkus,Tufts University,Graduated (magna cum laude),,968888,62097,1981-12-28,25
892632,Ted Karkus,Columbia Business School Columbia University,MBA (Hons),,968887,63118,1984-12-28,25
894259,Tom Vecchiolla,Marymount University,MBA,,1082847,94922,9999-12-31,80
894259,Tom Vecchiolla,United States Naval Academy (USNA),BS,,1082844,377927,1977-12-28,25
894259,Tom Vecchiolla,University of Southern California (USC),MS,,1082846,62673,9999-12-31,80
895019,Bill Meury,University of Maryland Global Campus (UMGC) (University of Maryland University College (UMUC) prior to 07/2019),BA,,1621419,640826,9999-12-31,80
895163,Doctor Marco Taglietti,Università degli Studi di Pavia (University of Pavia),Certified,,1082781,62121,9999-12-31,80
895163,Doctor Marco Taglietti,Università degli Studi di Pavia (University of Pavia),MD,,1082778,62121,1984-12-28,25
896045,Jay Hagan,Northeastern University,MBA,,1084408,61472,1998-12-28,25
896045,Jay Hagan,University of California San Diego (UCSD),BS,,1084409,79941,1992-12-28,25
897165,Sumedh Thakar,Savitribai Phule Pune University (Formerly known as University of Pune),Bachelor's Degree (Distinction),,1258162,742759,1997-12-28,25
982110,Doctor August Troendle,Brown University,Completed,,1061507,60224,9999-12-31,80
982110,Doctor August Troendle,School of Medicine University of Maryland,MD,,1061496,464173,9999-12-31,80
982110,Doctor August Troendle,Boston University,MBA,,3881647,60195,9999-12-31,80
984751,David Somo,Arizona State University,BSEE,,1064480,60074,1990-12-28,25
985094,Philippe Courtot,Université de Paris (University of Paris),Masters Degree,,1065869,63318,1981-12-28,25
987086,Yogesh Gupta,University of Wisconsin,Masters Degree,,1067339,63062,1983-12-28,25
987086,Yogesh Gupta,Indian Institute of Technology,BE,,1067337,64581,1981-12-28,25
987981,Doctor Neal Walker,Wharton School (The) University of Pennsylvania,MBA,,1529948,64966,9999-12-31,80
987981,Doctor Neal Walker,American Board of Dermatology (ABD) Inc,Certified,,1067451,420473,9999-12-31,80
987981,Doctor Neal Walker,Philadelphia College of Osteopathic Medicine,Doctor of Medicine (DM),,1067474,483337,9999-12-31,80
987981,Doctor Neal Walker,Lehigh University (LU),BA,,1067481,61143,9999-12-31,80
995385,Doctor Thompson Lin,University of Missouri Columbia,PhD,,1074704,62483,1993-12-28,25
995385,Doctor Thompson Lin,University of Missouri Columbia,MS,,1074706,62483,9999-12-31,80
995385,Doctor Thompson Lin,National Tsing Hua University,BS,,1074708,481480,1986-12-28,25
1000711,Stephen From,Wilfrid Laurier University,Diploma,,1093088,256587,9999-12-31,80
1000711,Stephen From,University of Western Ontario,BSc,,1093087,62795,9999-12-31,80
1000711,Stephen From,Canadian Institute of Chartered Accountants (CICA),Chartered Accountant,,2227065,56019,9999-12-31,80
1008564,Joe Darling,Maxwell School of Syracuse University,BA,,1086235,80648,9999-12-31,80
1010281,Tom Pike,University of Delaware,BS,,1517056,79387,9999-12-31,80
1010895,Dave Gonyer,Unknown Organisation,Registered Pharmacist (RPh),,1231579,0,9999-12-31,80
1010895,Dave Gonyer,Ferris State University (FSU),BS,,1088421,111922,1987-12-28,25
1012979,Sean Brynjelsen,University of Illinois at Chicago (UIC),MS,,1090644,62367,1996-12-28,25
1012979,Sean Brynjelsen,University of Illinois at Chicago (UIC),BS,,1090643,62367,1993-12-28,25
1012979,Sean Brynjelsen,University of Notre Dame,MBA,,1090645,62544,2006-12-28,25
1013421,Alex Sapir,Harvard Business School Harvard University,MBA,,1526180,63013,1997-12-28,25
1013421,Alex Sapir,Franklin & Marshall College,BA,,1965362,60710,1988-12-28,25
1014136,Doctor Bob Cobuzzi Jr,Loyola University Chicago,PhD,,1092180,1578750,1992-12-28,25
1014136,Doctor Bob Cobuzzi Jr,Colby College,AB,,1092181,60394,1986-12-28,25
1015485,Daniel O'Day,Columbia University,MBA,,1153578,60434,1997-12-28,25
1015485,Daniel O'Day,Georgetown University,BS,,1153579,60750,1986-12-28,25
1016794,David Pathe,Queen's University,BA,,1515222,63329,1992-12-28,25
1016794,David Pathe,University of British Columbia (UBC),LLB,,1515223,62203,1996-12-28,25
1047213,Doctor Peter Hecht,Stanford University,BS,,1186789,61935,9999-12-31,80
1047213,Doctor Peter Hecht,Stanford University,MS,,1186790,61935,9999-12-31,80
1047213,Doctor Peter Hecht,University of California Berkeley,PhD,,1186791,62215,9999-12-31,80
1047220,Michael Higgins,Tuck School of Business Dartmouth,MBA,,1186807,632975,9999-12-31,80
1047220,Michael Higgins,Cornell University  New York,BS,,1186806,60457,9999-12-31,80
1047323,John Chiminski,Purdue University,MSEE,,1127467,61638,1987-12-28,25
1047323,John Chiminski,Kellogg School of Management Northwestern University,Master of Management (MM),,1127468,77878,1996-12-28,25
1047323,John Chiminski,Michigan State University (MSU),BS,,1127466,61278,1986-12-28,25
1050059,Linda Higgins,Ohio State University (OSU),BS,,1161207,61523,1975-12-28,25
1052584,Robert Feurle,University of Applied Sciences,Degree,,1166768,816441,9999-12-31,80
1053232,Willie Quinn,Stanford Graduate School of Business,MBA,,1528472,67360,1999-06-28,15
1053232,Willie Quinn,Stanford University,MA,,1528473,61935,1994-12-28,25
1053232,Willie Quinn,Stanford University,BA,,1528474,61935,1992-12-28,25
1054826,Robert Stewart,Fairleigh Dickinson University,BS,,1233058,60671,1994-12-28,25
1054920,John Bencich,University of San Diego (USD),BA (summa cum laude),,1168462,62647,1999-12-28,25
1054920,John Bencich,American Institute of Certified Public Accountants (AICPA),Certified Public Accountant,,1168463,54373,9999-12-31,80
1054920,John Bencich,Seattle University,MBA,,1306582,61811,2011-12-28,25
1058441,Doctor Jeff Stein,California Institute of Technology (CALTECH),Postdoctoral Fellow,,1129258,60243,1993-12-28,25
1058441,Doctor Jeff Stein,California State University Long Beach (CSULB),BS,,1129292,82585,1979-12-28,25
1058441,Doctor Jeff Stein,University of California San Diego (UCSD),PhD,,1129259,79941,1991-12-28,25
1058441,Doctor Jeff Stein,California State University Long Beach (CSULB),MS,,1129296,82585,1983-12-28,25
1060380,Ken Cawkell,University of Alberta,LLB,,1142567,62142,1978-12-28,25
1060380,Ken Cawkell,University of Alberta,BA,,1142568,62142,1975-12-28,25
1068227,Greg Clark,University College University of New Mexico,Postgraduate Studies,,1176213,62522,9999-12-31,80
1068227,Greg Clark,Griffith University,BS,,1176214,97576,9999-12-31,80
1068880,Dave Ricks,Indiana University,MBA,,1177930,60920,1996-12-28,25
1068880,Dave Ricks,Purdue University,BS,,1177931,61638,1990-12-28,25
1070200,Paul Pickle,College of Engineering University of South Florida,BSME,,3056373,1642935,9999-12-31,80
1071367,Dhrupad Trivedi,University of Mumbai (University of Bombay prior to 09/1996),BE,,1474503,76151,9999-12-31,80
1071367,Dhrupad Trivedi,Duke University,MBA,,1474506,60547,9999-12-31,80
1071367,Dhrupad Trivedi,University of Massachusetts,PhD,,1474505,63512,9999-12-31,80
1071367,Dhrupad Trivedi,University of Alabama (UA),MS,,1474504,62136,9999-12-31,80
1071405,Doug Robinson,Gonzaga University,BA,,1183085,96167,1984-12-28,25
1074205,Kristin Peck,Columbia Business School Columbia University,MBA,,1190482,63118,1999-12-28,25
1074205,Kristin Peck,Georgetown University,Bachelor's Degree (magna cum laude),,1190481,60750,1993-12-28,25
1075570,Juan Alaix,University of Madrid,Degree,,1194488,36331,9999-12-31,80
1078666,Michael McFadden,University of Louisiana at Monroe (ULM),BBA (Cum Laude),,1199654,1572360,1990-12-28,25
1081130,Marvin White,Wilberforce University,BS,,1204021,607248,1984-12-28,25
1081130,Marvin White,Indiana University,MBA,,1204022,60920,1989-12-28,25
1081857,Neal Fowler,University of North Carolina Chapel Hill,MBA,,1205202,62533,1988-12-28,25
1081857,Neal Fowler,University of North Carolina Chapel Hill,BS,,1205201,62533,9999-12-31,80
1081865,Peter Miller,Kellogg School of Management Northwestern University,MBA,,1205495,77878,1990-12-28,25
1081865,Peter Miller,Trinity College Hartford Connecticut,BA,,1205494,79157,1983-12-28,25
1083477,Howard Schiller,University of Chicago Law School,JD,,1296854,1283365,1987-12-28,25
1083477,Howard Schiller,Wharton School (The) University of Pennsylvania,BS,,1296852,64966,1984-12-28,25
1083520,Doctor Rod Wong,University of Pennsylvania Medical School,MD,,1213595,440007,9999-12-31,80
1083520,Doctor Rod Wong,Duke University,BS,,1213597,60547,9999-12-31,80
1083520,Doctor Rod Wong,Harvard Business School Harvard University,MBA,,1213596,63013,9999-12-31,80
1085490,Steve Ledger,University of Connecticut (UCONN),BA,,1212419,62265,1982-12-28,25
1086163,Mike Metzger,Leonard N Stern School of Business New York University,MBA,,1214224,42226,2003-06-28,15
1086163,Mike Metzger,George Washington University (GW) (The),BA,,1214223,60749,1993-12-28,25
1086814,Kenn Ricci,Cleveland Marshall School of Law,Graduated,,1214595,957682,9999-12-31,80
1086814,Kenn Ricci,University of Notre Dame,Graduated,,1214596,62544,9999-12-31,80
1086951,Steve Rosen,Weatherhead School of Management Case Western Reserve University,MBA,,1214923,85307,9999-12-31,80
1086951,Steve Rosen,Robert H Smith School of Business University of Maryland,BA,,1214924,93032,1992-12-28,25
1087728,Julie Eastland,Colorado State University,BS,,1216682,60431,1986-12-28,25
1087728,Julie Eastland,University of Edinburgh,MBA,,1216683,60610,1995-12-28,25
1089020,Steven Lo,University of Southern California (USC),Masters Degree,,1219251,62673,9999-12-31,80
1089020,Steven Lo,University of California Davis,BS,,1219250,62216,9999-12-31,80
1089168,Brian Crutcher,University of Central Florida (UCF),BS,,1219548,80620,1995-12-28,25
1089168,Brian Crutcher,University of California Irvine,MBA,,1219550,383127,2001-12-28,25
1093063,Seth Blackley,University of North Carolina Chapel Hill,BS (Hons),,1230067,62533,2001-12-28,25
1093063,Seth Blackley,Harvard Business School Harvard University,MBA,,1230060,63013,2007-12-28,25
1093547,Rory Riggs,Middlebury College,BA,,1231919,61284,9999-12-31,80
1093547,Rory Riggs,Columbia Business School Columbia University,MBA,,1231920,63118,9999-12-31,80
1093830,Doctor Chris Boerner,Haas School of Business University of California Berkeley,PhD,,1231295,757832,2001-12-28,25
1093830,Doctor Chris Boerner,Haas School of Business University of California Berkeley,MA,,1231296,757832,9999-12-31,80
1093830,Doctor Chris Boerner,Washington University St Louis,BA,,1231297,82206,1993-12-28,25
1094087,Doctor Ernest Wong,Leeds School of Business University of Colorado,MBA,,1232667,1250402,9999-12-31,80
1094087,Doctor Ernest Wong,University of British Columbia (UBC),PhD,,1232666,62203,9999-12-31,80
1094087,Doctor Ernest Wong,Licensing Executives Society (USA and Canada) Inc,Certified Licensing Professional (CLP),,1232668,76677,9999-12-31,80
1096288,Vincent Pilette,Universite Catholique de Louvain (UCL) (University of Louvain),BS (magna Cum Laude),,1236499,63180,1996-12-28,25
1096288,Vincent Pilette,Universite Catholique de Louvain (UCL) (University of Louvain),MS,,1236500,63180,1998-12-28,25
1096288,Vincent Pilette,Kellogg School of Management Northwestern University,MBA,,1236501,77878,2004-12-28,25
1096405,Mike Klein,Babson College,Postgraduate Studies,,1236800,60120,2008-12-28,25
1096405,Mike Klein,University at Albany State University of New York (State University of New York at Albany (SUNYA)),BA,,1236804,875874,1976-12-28,25
1096405,Mike Klein,Harvard Business School Harvard University,Postgraduate Studies,,1236799,63013,1993-12-28,25
1096405,Mike Klein,New York Institute of Technology,MBA,,1236798,61423,1987-12-28,25
1096509,Robert Watson Jr,Cox School of Business Southern Methodist University (Formerly known as Edwin L Cox School of Business),BBA,,1236966,733102,1999-12-28,25
1108878,Doctor Imran Alibhai,Duke University,BS,,1241452,60547,1998-12-28,25
1108878,Doctor Imran Alibhai,University of Texas Southwestern Medical School,PhD,,1241451,1516547,2005-12-28,25
1109498,Doctor Steven Nichtberger,State University of New York Buffalo (SUNYB) (University at Buffalo) (Formerly known as University of Buffalo),MD,,1242790,83168,1989-12-28,25
1109498,Doctor Steven Nichtberger,University of Pennsylvania,BA,,1242311,62579,1983-12-28,25
1109498,Doctor Steven Nichtberger,Wharton School (The) University of Pennsylvania,BS,,1242315,64966,1983-12-28,25
1109500,Doctor Tim Bertram,Iowa State University,Doctor of Veterinary Medicine (DVM),,1242556,1246304,9999-12-31,80
1109500,Doctor Tim Bertram,Iowa State University,PhD,,1242555,1246304,1984-12-28,25
1110429,Doctor Steve Fruchtman,New York Medical College (NYMC),MD,,1258705,79699,9999-12-31,80
1110429,Doctor Steve Fruchtman,Cornell University  New York,BA (Hons),,1258704,60457,9999-12-31,80
1110429,Doctor Steve Fruchtman,American Board of Internal Medicine (ABIM),Diplomate,,1836961,36377,9999-12-31,80
1110429,Doctor Steve Fruchtman,SUNY Downstate Medical Center,Internal Medicine Residency Program,,1836965,488452,9999-12-31,80
